date,posts_count
2018-01-01,8
2018-01-02,4
2018-01-03,2
2018-01-04,5
2018-01-05,3
2018-01-06,10
2018-01-07,7
2018-01-08,7
2018-01-09,6
2018-01-10,13
2018-01-11,18
2018-01-12,8
2018-01-13,9
2018-01-14,7
2018-01-15,22
2018-01-16,10
2018-01-17,11
2018-01-18,10
2018-01-19,12
2018-01-20,10
2018-01-21,6
2018-01-22,13
2018-01-23,17
2018-01-24,9
2018-01-25,15
2018-01-26,4
2018-01-27,6
2018-01-28,10
2018-01-29,13
2018-01-30,19
2018-01-31,12
2018-02-01,12
2018-02-02,10
2018-02-03,5
2018-02-04,4
2018-02-05,6
2018-02-06,14
2018-02-07,8
2018-02-08,5
2018-02-09,6
2018-02-10,5
2018-02-11,8
2018-02-12,5
2018-02-13,15
2018-02-14,11
2018-02-15,4
2018-02-16,13
2018-02-17,23
2018-02-18,5
2018-02-19,7
2018-02-20,10
2018-02-21,10
2018-02-22,12
2018-02-23,9
2018-02-24,4
2018-02-25,5
2018-02-26,4
2018-02-27,13
2018-02-28,20
2018-03-01,43
2018-03-02,22
2018-03-03,9
2018-03-04,11
2018-03-05,13
2018-03-06,14
2018-03-07,15
2018-03-08,7
2018-03-09,20
2018-03-10,16
2018-03-11,18
2018-03-12,17
2018-03-13,13
2018-03-14,19
2018-03-15,20
2018-03-16,18
2018-03-17,12
2018-03-18,37
2018-03-19,26
2018-03-20,15
2018-03-21,22
2018-03-22,17
2018-03-23,16
2018-03-24,13
2018-03-25,13
2018-03-26,18
2018-03-27,38
2018-03-28,13
2018-03-29,14
2018-03-30,14
2018-03-31,13
2018-04-01,13
2018-04-02,8
2018-04-03,19
2018-04-04,9
2018-04-05,11
2018-04-06,17
2018-04-07,4
2018-04-08,7
2018-04-09,7
2018-04-10,12
2018-04-11,12
2018-04-12,18
2018-04-13,10
2018-04-14,17
2018-04-15,5
2018-04-16,9
2018-04-17,5
2018-04-18,7
2018-04-19,7
2018-04-20,5
2018-04-21,9
2018-04-22,7
2018-04-23,3
2018-04-24,16
2018-04-25,9
2018-04-26,7
2018-04-27,12
2018-04-28,4
2018-04-29,7
2018-04-30,6
2018-05-01,5
2018-05-02,2
2018-05-03,7
2018-05-04,5
2018-05-05,5
2018-05-06,6
2018-05-07,39
2018-05-08,20
2018-05-09,7
2018-05-10,8
2018-05-11,7
2018-05-12,3
2018-05-13,3
2018-05-14,10
2018-05-15,23
2018-05-16,16
2018-05-17,18
2018-05-18,15
2018-05-19,2
2018-05-20,12
2018-05-21,4
2018-05-22,9
2018-05-23,6
2018-05-24,4
2018-05-25,9
2018-05-26,2
2018-05-27,6
2018-05-28,8
2018-05-29,8
2018-05-30,11
2018-05-31,7
2018-06-01,3
2018-06-02,3
2018-06-03,4
2018-06-04,8
2018-06-05,5
2018-06-06,9
2018-06-07,18
2018-06-08,15
2018-06-09,7
2018-06-10,3
2018-06-11,7
2018-06-12,7
2018-06-13,8
2018-06-14,12
2018-06-15,7
2018-06-16,5
2018-06-17,3
2018-06-18,6
2018-06-19,2
2018-06-20,5
2018-06-21,3
2018-06-22,6
2018-06-23,10
2018-06-24,4
2018-06-25,5
2018-06-26,2
2018-06-27,6
2018-06-28,7
2018-06-29,5
2018-06-30,4
2018-07-01,4
2018-07-02,13
2018-07-03,5
2018-07-04,6
2018-07-05,4
2018-07-06,8
2018-07-07,6
2018-07-08,4
2018-07-09,7
2018-07-10,10
2018-07-11,3
2018-07-12,5
2018-07-13,6
2018-07-14,7
2018-07-15,13
2018-07-16,21
2018-07-17,13
2018-07-18,8
2018-07-19,13
2018-07-20,18
2018-07-21,4
2018-07-22,5
2018-07-23,11
2018-07-24,10
2018-07-25,6
2018-07-26,5
2018-07-27,5
2018-07-28,4
2018-07-29,5
2018-07-30,2
2018-07-31,5
2018-08-01,9
2018-08-02,3
2018-08-03,9
2018-08-04,5
2018-08-05,4
2018-08-06,8
2018-08-07,8
2018-08-08,3
2018-08-09,7
2018-08-10,7
2018-08-11,3
2018-08-12,2
2018-08-13,2
2018-08-14,7
2018-08-15,10
2018-08-16,3
2018-08-17,8
2018-08-18,8
2018-08-19,10
2018-08-20,4
2018-08-21,10
2018-08-22,7
2018-08-23,14
2018-08-24,12
2018-08-25,5
2018-08-26,6
2018-08-27,5
2018-08-28,17
2018-08-29,14
2018-08-30,11
2018-08-31,26
2018-09-01,5
2018-09-02,10
2018-09-03,12
2018-09-04,6
2018-09-05,13
2018-09-06,11
2018-09-07,6
2018-09-08,11
2018-09-09,8
2018-09-10,9
2018-09-11,16
2018-09-12,23
2018-09-13,10
2018-09-14,3
2018-09-15,11
2018-09-16,4
2018-09-17,18
2018-09-18,19
2018-09-19,23
2018-09-20,16
2018-09-21,7
2018-09-22,3
2018-09-23,4
2018-09-24,25
2018-09-25,11
2018-09-26,13
2018-09-27,9
2018-09-28,4
2018-09-29,5
2018-09-30,5
2018-10-01,4
2018-10-02,13
2018-10-03,27
2018-10-04,12
2018-10-05,9
2018-10-06,10
2018-10-07,16
2018-10-08,17
2018-10-09,13
2018-10-10,9
2018-10-11,7
2018-10-12,10
2018-10-13,8
2018-10-14,5
2018-10-15,10
2018-10-16,7
2018-10-17,11
2018-10-18,18
2018-10-19,15
2018-10-20,9
2018-10-21,7
2018-10-22,23
2018-10-23,11
2018-10-24,10
2018-10-25,14
2018-10-26,14
2018-10-27,9
2018-10-28,6
2018-10-29,10
2018-10-30,6
2018-10-31,10
2018-11-01,4
2018-11-02,14
2018-11-03,7
2018-11-04,8
2018-11-05,12
2018-11-06,18
2018-11-07,14
2018-11-08,3
2018-11-09,14
2018-11-10,9
2018-11-11,19
2018-11-12,8
2018-11-13,6
2018-11-14,7
2018-11-15,8
2018-11-16,9
2018-11-17,7
2018-11-18,4
2018-11-19,11
2018-11-20,11
2018-11-21,8
2018-11-22,12
2018-11-23,2
2018-11-24,4
2018-11-25,25
2018-11-26,45
2018-11-27,17
2018-11-28,15
2018-11-29,25
2018-11-30,15
2018-12-01,6
2018-12-02,14
2018-12-03,11
2018-12-04,16
2018-12-05,17
2018-12-06,14
2018-12-07,6
2018-12-08,10
2018-12-09,7
2018-12-10,7
2018-12-11,10
2018-12-12,17
2018-12-13,16
2018-12-14,14
2018-12-15,6
2018-12-16,3
2018-12-17,17
2018-12-18,14
2018-12-19,15
2018-12-20,59
2018-12-21,25
2018-12-22,10
2018-12-23,7
2018-12-24,12
2018-12-25,13
2018-12-26,20
2018-12-27,7
2018-12-28,13
2018-12-29,2
2018-12-30,8
2018-12-31,29
2019-01-01,7
2019-01-02,4
2019-01-03,7
2019-01-04,5
2019-01-05,6
2019-01-06,5
2019-01-07,6
2019-01-08,8
2019-01-09,10
2019-01-10,5
2019-01-11,10
2019-01-12,5
2019-01-13,1
2019-01-14,12
2019-01-15,8
2019-01-16,20
2019-01-17,15
2019-01-18,9
2019-01-19,5
2019-01-20,2
2019-01-21,7
2019-01-22,17
2019-01-23,22
2019-01-24,12
2019-01-25,16
2019-01-26,7
2019-01-27,11
2019-01-28,6
2019-01-29,8
2019-01-30,9
2019-01-31,6
2019-02-01,3
2019-02-02,16
2019-02-03,11
2019-02-04,11
2019-02-05,10
2019-02-06,14
2019-02-07,8
2019-02-08,7
2019-02-09,3
2019-02-10,8
2019-02-11,15
2019-02-12,10
2019-02-13,11
2019-02-14,7
2019-02-15,14
2019-02-16,5
2019-02-17,5
2019-02-18,11
2019-02-19,12
2019-02-20,60
2019-02-21,17
2019-02-22,7
2019-02-23,7
2019-02-24,5
2019-02-25,10
2019-02-26,11
2019-02-27,8
2019-02-28,26
2019-03-01,12
2019-03-02,8
2019-03-03,5
2019-03-04,12
2019-03-05,16
2019-03-06,20
2019-03-07,9
2019-03-08,5
2019-03-09,5
2019-03-10,5
2019-03-11,16
2019-03-12,3
2019-03-13,10
2019-03-14,10
2019-03-15,6
2019-03-16,2
2019-03-17,8
2019-03-18,20
2019-03-19,32
2019-03-20,17
2019-03-21,16
2019-03-22,15
2019-03-23,3
2019-03-24,12
2019-03-25,18
2019-03-26,13
2019-03-27,16
2019-03-28,18
2019-03-29,6
2019-03-30,13
2019-03-31,10
2019-04-01,15
2019-04-02,18
2019-04-03,16
2019-04-04,10
2019-04-05,10
2019-04-06,6
2019-04-07,7
2019-04-08,18
2019-04-09,12
2019-04-10,8
2019-04-11,34
2019-04-12,9
2019-04-13,13
2019-04-14,11
2019-04-15,13
2019-04-16,9
2019-04-17,17
2019-04-18,18
2019-04-19,13
2019-04-20,15
2019-04-21,23
2019-04-22,13
2019-04-23,15
2019-04-24,41
2019-04-25,32
2019-04-26,7
2019-04-27,10
2019-04-28,7
2019-04-29,10
2019-04-30,18
2019-05-01,14
2019-05-02,6
2019-05-03,8
2019-05-04,6
2019-05-05,6
2019-05-06,7
2019-05-07,10
2019-05-08,11
2019-05-09,13
2019-05-10,4
2019-05-11,6
2019-05-12,7
2019-05-13,12
2019-05-14,25
2019-05-15,10
2019-05-16,13
2019-05-17,10
2019-05-18,1
2019-05-19,8
2019-05-20,17
2019-05-21,16
2019-05-22,13
2019-05-23,14
2019-05-24,10
2019-05-25,12
2019-05-26,6
2019-05-27,10
2019-05-28,17
2019-05-29,6
2019-05-30,7
2019-05-31,20
2019-06-01,3
2019-06-02,11
2019-06-03,6
2019-06-04,8
2019-06-05,6
2019-06-06,4
2019-06-07,11
2019-06-08,3
2019-06-09,9
2019-06-10,10
2019-06-11,21
2019-06-12,14
2019-06-13,22
2019-06-14,7
2019-06-15,8
2019-06-16,10
2019-06-17,16
2019-06-18,17
2019-06-19,37
2019-06-20,81
2019-06-21,24
2019-06-22,9
2019-06-23,13
2019-06-24,25
2019-06-25,12
2019-06-26,18
2019-06-27,36
2019-06-28,47
2019-06-29,23
2019-06-30,21
2019-07-01,18
2019-07-02,30
2019-07-03,31
2019-07-04,35
2019-07-05,34
2019-07-06,12
2019-07-07,17
2019-07-08,36
2019-07-09,54
2019-07-10,32
2019-07-11,34
2019-07-12,28
2019-07-13,23
2019-07-14,9
2019-07-15,13
2019-07-16,16
2019-07-17,37
2019-07-18,30
2019-07-19,57
2019-07-20,14
2019-07-21,34
2019-07-22,31
2019-07-23,20
2019-07-24,20
2019-07-25,28
2019-07-26,20
2019-07-27,22
2019-07-28,30
2019-07-29,12
2019-07-30,13
2019-07-31,17
2019-08-01,12
2019-08-02,11
2019-08-03,12
2019-08-04,8
2019-08-05,16
2019-08-06,20
2019-08-07,27
2019-08-08,30
2019-08-09,25
2019-08-10,23
2019-08-11,15
2019-08-12,15
2019-08-13,20
2019-08-14,14
2019-08-15,14
2019-08-16,23
2019-08-17,4
2019-08-18,5
2019-08-19,49
2019-08-20,26
2019-08-21,39
2019-08-22,18
2019-08-23,30
2019-08-24,20
2019-08-25,17
2019-08-26,18
2019-08-27,55
2019-08-28,23
2019-08-29,35
2019-08-30,17
2019-08-31,11
2019-09-01,15
2019-09-02,32
2019-09-03,21
2019-09-04,23
2019-09-05,77
2019-09-06,31
2019-09-07,27
2019-09-08,22
2019-09-09,21
2019-09-10,27
2019-09-11,17
2019-09-12,39
2019-09-13,15
2019-09-14,9
2019-09-15,4
2019-09-16,42
2019-09-17,27
2019-09-18,20
2019-09-19,29
2019-09-20,17
2019-09-21,11
2019-09-22,12
2019-09-23,20
2019-09-24,16
2019-09-25,31
2019-09-26,14
2019-09-27,24
2019-09-28,15
2019-09-29,14
2019-09-30,19
2019-10-01,43
2019-10-02,40
2019-10-03,68
2019-10-04,30
2019-10-05,12
2019-10-06,16
2019-10-07,40
2019-10-08,23
2019-10-09,37
2019-10-10,34
2019-10-11,25
2019-10-12,25
2019-10-13,33
2019-10-14,38
2019-10-15,46
2019-10-16,34
2019-10-17,34
2019-10-18,16
2019-10-19,14
2019-10-20,11
2019-10-21,24
2019-10-22,93
2019-10-23,24
2019-10-24,30
2019-10-25,13
2019-10-26,20
2019-10-27,26
2019-10-28,30
2019-10-29,35
2019-10-30,31
2019-10-31,35
2019-11-01,16
2019-11-02,6
2019-11-03,13
2019-11-04,21
2019-11-05,33
2019-11-06,25
2019-11-07,21
2019-11-08,23
2019-11-09,15
2019-11-10,29
2019-11-11,19
2019-11-12,29
2019-11-13,31
2019-11-14,58
2019-11-15,23
2019-11-16,16
2019-11-17,15
2019-11-18,24
2019-11-19,19
2019-11-20,43
2019-11-21,43
2019-11-22,51
2019-11-23,21
2019-11-24,13
2019-11-25,30
2019-11-26,28
2019-11-27,47
2019-11-28,30
2019-11-29,33
2019-11-30,9
2019-12-01,12
2019-12-02,34
2019-12-03,47
2019-12-04,34
2019-12-05,30
2019-12-06,46
2019-12-07,49
2019-12-08,18
2019-12-09,114
2019-12-10,70
2019-12-11,47
2019-12-12,37
2019-12-13,39
2019-12-14,18
2019-12-15,26
2019-12-16,35
2019-12-17,18
2019-12-18,18
2019-12-19,148
2019-12-20,48
2019-12-21,18
2019-12-22,15
2019-12-23,53
2019-12-24,56
2019-12-25,46
2019-12-26,39
2019-12-27,23
2019-12-28,20
2019-12-29,23
2019-12-30,27
2019-12-31,30
2020-01-01,17
2020-01-02,12
2020-01-03,48
2020-01-04,27
2020-01-05,21
2020-01-06,28
2020-01-07,84
2020-01-08,92
2020-01-09,65
2020-01-10,37
2020-01-11,53
2020-01-12,57
2020-01-13,37
2020-01-14,12
2020-01-15,189
2020-01-16,86
2020-01-17,54
2020-01-18,35
2020-01-19,75
2020-01-20,63
2020-01-21,95
2020-01-22,65
2020-01-23,100
2020-01-24,46
2020-01-25,39
2020-01-26,17
2020-01-27,27
2020-01-28,29
2020-01-29,46
2020-01-30,39
2020-01-31,35
2020-02-01,14
2020-02-02,9
2020-02-03,27
2020-02-04,33
2020-02-05,38
2020-02-06,27
2020-02-07,31
2020-02-08,16
2020-02-09,18
2020-02-10,25
2020-02-11,29
2020-02-12,30
2020-02-13,38
2020-02-14,29
2020-02-15,17
2020-02-16,12
2020-02-17,29
2020-02-18,44
2020-02-19,42
2020-02-20,54
2020-02-21,60
2020-02-22,21
2020-02-23,27
2020-02-24,19
2020-02-25,47
2020-02-26,59
2020-02-27,72
2020-02-28,50
2020-02-29,45
2020-03-01,49
2020-03-02,75
2020-03-03,45
2020-03-04,63
2020-03-05,164
2020-03-06,73
2020-03-07,28
2020-03-08,16
2020-03-09,29
2020-03-10,107
2020-03-11,46
2020-03-12,49
2020-03-13,34
2020-03-14,24
2020-03-15,19
2020-03-16,24
2020-03-17,55
2020-03-18,37
2020-03-19,38
2020-03-20,29
2020-03-21,18
2020-03-22,13
2020-03-23,38
2020-03-24,56
2020-03-25,83
2020-03-26,65
2020-03-27,28
2020-03-28,13
2020-03-29,38
2020-03-30,53
2020-03-31,42
2020-04-01,47
2020-04-02,74
2020-04-03,60
2020-04-04,20
2020-04-05,20
2020-04-06,22
2020-04-07,33
2020-04-08,54
2020-04-09,37
2020-04-10,31
2020-04-11,17
2020-04-12,15
2020-04-13,41
2020-04-14,49
2020-04-15,62
2020-04-16,60
2020-04-17,37
2020-04-18,25
2020-04-19,23
2020-04-20,17
2020-04-21,33
2020-04-22,23
2020-04-23,30
2020-04-24,36
2020-04-25,17
2020-04-26,27
2020-04-27,41
2020-04-28,53
2020-04-29,28
2020-04-30,42
2020-05-01,13
2020-05-02,15
2020-05-03,19
2020-05-04,12
2020-05-05,31
2020-05-06,61
2020-05-07,56
2020-05-08,49
2020-05-09,35
2020-05-10,23
2020-05-11,63
2020-05-12,31
2020-05-13,30
2020-05-14,23
2020-05-15,38
2020-05-16,27
2020-05-17,27
2020-05-18,31
2020-05-19,48
2020-05-20,45
2020-05-21,42
2020-05-22,36
2020-05-23,22
2020-05-24,17
2020-05-25,19
2020-05-26,43
2020-05-27,41
2020-05-28,35
2020-05-29,29
2020-05-30,17
2020-05-31,20
2020-06-01,51
2020-06-02,46
2020-06-03,32
2020-06-04,24
2020-06-05,33
2020-06-06,26
2020-06-07,18
2020-06-08,35
2020-06-09,26
2020-06-10,36
2020-06-11,36
2020-06-12,28
2020-06-13,19
2020-06-14,34
2020-06-15,20
2020-06-16,35
2020-06-17,29
2020-06-18,64
2020-06-19,48
2020-06-20,32
2020-06-21,38
2020-06-22,38
2020-06-23,86
2020-06-24,45
2020-06-25,32
2020-06-26,22
2020-06-27,22
2020-06-28,30
2020-06-29,29
2020-06-30,56
2020-07-01,39
2020-07-02,47
2020-07-03,33
2020-07-04,16
2020-07-05,21
2020-07-06,16
2020-07-07,19
2020-07-08,20
2020-07-09,44
2020-07-10,25
2020-07-11,14
2020-07-12,19
2020-07-13,30
2020-07-14,21
2020-07-15,36
2020-07-16,26
2020-07-17,22
2020-07-18,16
2020-07-19,10
2020-07-20,40
2020-07-21,32
2020-07-22,27
2020-07-23,30
2020-07-24,17
2020-07-25,13
2020-07-26,26
2020-07-27,19
2020-07-28,21
2020-07-29,52
2020-07-30,46
2020-07-31,24
2020-08-01,19
2020-08-02,14
2020-08-03,19
2020-08-04,55
2020-08-05,39
2020-08-06,44
2020-08-07,34
2020-08-08,21
2020-08-09,57
2020-08-10,51
2020-08-11,39
2020-08-12,50
2020-08-13,31
2020-08-14,39
2020-08-15,71
2020-08-16,62
2020-08-17,51
2020-08-18,72
2020-08-19,46
2020-08-20,29
2020-08-21,23
2020-08-22,31
2020-08-23,33
2020-08-24,42
2020-08-25,23
2020-08-26,36
2020-08-27,73
2020-08-28,41
2020-08-29,21
2020-08-30,42
2020-08-31,23
2020-09-01,40
2020-09-02,31
2020-09-03,40
2020-09-04,30
2020-09-05,18
2020-09-06,35
2020-09-07,29
2020-09-08,34
2020-09-09,41
2020-09-10,33
2020-09-11,31
2020-09-12,19
2020-09-13,28
2020-09-14,85
2020-09-15,35
2020-09-16,35
2020-09-17,31
2020-09-18,41
2020-09-19,35
2020-09-20,24
2020-09-21,24
2020-09-22,51
2020-09-23,71
2020-09-24,44
2020-09-25,32
2020-09-26,20
2020-09-27,53
2020-09-28,52
2020-09-29,31
2020-09-30,60
2020-10-01,65
2020-10-02,35
2020-10-03,36
2020-10-04,48
2020-10-05,65
2020-10-06,42
2020-10-07,73
2020-10-08,49
2020-10-09,34
2020-10-10,36
2020-10-11,33
2020-10-12,26
2020-10-13,26
2020-10-14,46
2020-10-15,40
2020-10-16,38
2020-10-17,41
2020-10-18,20
2020-10-19,34
2020-10-20,40
2020-10-21,28
2020-10-22,117
2020-10-23,35
2020-10-24,25
2020-10-25,35
2020-10-26,50
2020-10-27,51
2020-10-28,34
2020-10-29,83
2020-10-30,36
2020-10-31,31
2020-11-01,34
2020-11-02,50
2020-11-03,57
2020-11-04,69
2020-11-05,43
2020-11-06,63
2020-11-07,51
2020-11-08,27
2020-11-09,135
2020-11-10,94
2020-11-11,52
2020-11-12,47
2020-11-13,46
2020-11-14,34
2020-11-15,41
2020-11-16,54
2020-11-17,99
2020-11-18,39
2020-11-19,33
2020-11-20,46
2020-11-21,26
2020-11-22,32
2020-11-23,24
2020-11-24,40
2020-11-25,37
2020-11-26,36
2020-11-27,23
2020-11-28,14
2020-11-29,19
2020-11-30,37
2020-12-01,38
2020-12-02,43
2020-12-03,46
2020-12-04,41
2020-12-05,30
2020-12-06,25
2020-12-07,36
2020-12-08,20
2020-12-09,35
2020-12-10,49
2020-12-11,37
2020-12-12,26
2020-12-13,30
2020-12-14,28
2020-12-15,31
2020-12-16,26
2020-12-17,192
2020-12-18,41
2020-12-19,21
2020-12-20,45
2020-12-21,46
2020-12-22,49
2020-12-23,39
2020-12-24,45
2020-12-25,37
2020-12-26,30
2020-12-27,33
2020-12-28,31
2020-12-29,24
2020-12-30,30
2020-12-31,21
2021-01-01,17
2021-01-02,16
2021-01-03,18
2021-01-04,18
2021-01-05,34
2021-01-06,72
2021-01-07,91
2021-01-08,28
2021-01-09,27
2021-01-10,35
2021-01-11,75
2021-01-12,33
2021-01-13,49
2021-01-14,31
2021-01-15,23
2021-01-16,40
2021-01-17,36
2021-01-18,33
2021-01-19,58
2021-01-20,78
2021-01-21,60
2021-01-22,43
2021-01-23,49
2021-01-24,35
2021-01-25,65
2021-01-26,71
2021-01-27,70
2021-01-28,40
2021-01-29,51
2021-01-30,34
2021-01-31,36
2021-02-01,55
2021-02-02,65
2021-02-03,42
2021-02-04,52
2021-02-05,55
2021-02-06,30
2021-02-07,30
2021-02-08,47
2021-02-09,34
2021-02-10,33
2021-02-11,40
2021-02-12,34
2021-02-13,39
2021-02-14,36
2021-02-15,28
2021-02-16,28
2021-02-17,59
2021-02-18,37
2021-02-19,50
2021-02-20,35
2021-02-21,19
2021-02-22,24
2021-02-23,35
2021-02-24,45
2021-02-25,46
2021-02-26,33
2021-02-27,36
2021-02-28,14
2021-03-01,48
2021-03-02,36
2021-03-03,52
2021-03-04,58
2021-03-05,20
2021-03-06,25
2021-03-07,17
2021-03-08,17
2021-03-09,36
2021-03-10,36
2021-03-11,34
2021-03-12,24
2021-03-13,34
2021-03-14,15
2021-03-15,29
2021-03-16,30
2021-03-17,65
2021-03-18,126
2021-03-19,75
2021-03-20,31
2021-03-21,48
2021-03-22,63
