date,posts_count
2017-04-06,2
2017-04-07,5
2017-04-08,3
2017-04-09,3
2017-04-10,1
2017-04-11,1
2017-04-12,4
2017-04-15,4
2017-04-16,3
2017-04-17,3
2017-04-18,2
2017-04-19,2
2017-04-20,4
2017-04-21,1
2017-04-22,6
2017-04-23,3
2017-04-24,3
2017-04-25,1
2017-04-26,2
2017-04-27,1
2017-04-28,2
2017-04-29,3
2017-04-30,1
2017-05-02,1
2017-05-03,2
2017-05-04,2
2017-05-05,4
2017-05-06,3
2017-05-07,3
2017-05-08,5
2017-05-09,3
2017-05-10,5
2017-05-11,1
2017-05-12,1
2017-05-13,2
2017-05-14,2
2017-05-15,4
2017-05-16,3
2017-05-17,2
2017-05-18,1
2017-05-19,1
2017-05-20,1
2017-05-21,3
2017-05-22,2
2017-05-23,5
2017-05-24,4
2017-05-25,2
2017-05-26,3
2017-05-27,2
2017-05-28,2
2017-05-29,2
2017-05-30,1
2017-05-31,1
2017-06-01,4
2017-06-02,2
2017-06-03,5
2017-06-06,1
2017-06-07,3
2017-06-08,4
2017-06-09,7
2017-06-11,1
2017-06-12,2
2017-06-13,4
2017-06-14,4
2017-06-15,19
2017-06-16,1
2017-06-17,3
2017-06-19,2
2017-06-20,3
2017-06-21,9
2017-06-22,6
2017-06-23,4
2017-06-24,3
2017-06-25,5
2017-06-26,1
2017-06-27,1
2017-06-29,6
2017-06-30,2
2017-07-01,1
2017-07-03,3
2017-07-04,1
2017-07-06,7
2017-07-07,6
2017-07-08,4
2017-07-09,2
2017-07-10,5
2017-07-11,2
2017-07-12,1
2017-07-13,1
2017-07-14,4
2017-07-16,1
2017-07-17,2
2017-07-18,2
2017-07-19,6
2017-07-20,14
2017-07-21,6
2017-07-22,1
2017-07-23,1
2017-07-25,3
2017-07-26,3
2017-07-28,2
2017-07-29,1
2017-07-30,2
2017-07-31,3
2017-08-01,1
2017-08-02,2
2017-08-04,4
2017-08-05,1
2017-08-06,4
2017-08-07,1
2017-08-08,6
2017-08-09,1
2017-08-10,2
2017-08-11,3
2017-08-13,3
2017-08-14,7
2017-08-15,4
2017-08-16,3
2017-08-17,5
2017-08-18,1
2017-08-19,4
2017-08-20,2
2017-08-21,5
2017-08-22,6
2017-08-24,4
2017-08-25,2
2017-08-26,3
2017-08-27,3
2017-08-28,6
2017-08-29,5
2017-08-30,1
2017-08-31,3
2017-09-01,6
2017-09-02,6
2017-09-03,2
2017-09-04,4
2017-09-05,13
2017-09-06,4
2017-09-07,7
2017-09-08,5
2017-09-09,2
2017-09-10,4
2017-09-11,7
2017-09-12,5
2017-09-13,5
2017-09-14,4
2017-09-15,5
2017-09-16,4
2017-09-17,6
2017-09-18,7
2017-09-19,12
2017-09-20,7
2017-09-21,13
2017-09-22,6
2017-09-23,9
2017-09-24,10
2017-09-25,5
2017-09-26,10
2017-09-27,11
2017-09-28,9
2017-09-29,9
2017-09-30,6
2017-10-01,1
2017-10-02,1
2017-10-03,20
2017-10-04,10
2017-10-05,6
2017-10-06,5
2017-10-07,8
2017-10-08,6
2017-10-09,7
2017-10-10,11
2017-10-11,14
2017-10-12,9
2017-10-13,3
2017-10-14,5
2017-10-15,7
2017-10-16,16
2017-10-17,11
2017-10-18,13
2017-10-19,43
2017-10-20,13
2017-10-21,11
2017-10-22,8
2017-10-23,7
2017-10-24,23
2017-10-25,15
2017-10-26,21
2017-10-27,14
2017-10-28,5
2017-10-29,7
2017-10-30,17
2017-10-31,17
2017-11-01,8
2017-11-02,21
2017-11-03,14
2017-11-04,6
2017-11-05,9
2017-11-06,4
2017-11-07,13
2017-11-08,6
2017-11-09,9
2017-11-10,9
2017-11-11,6
2017-11-12,9
2017-11-13,1
2017-11-14,8
2017-11-15,15
2017-11-16,9
2017-11-17,8
2017-11-18,6
2017-11-19,3
2017-11-20,9
2017-11-21,16
2017-11-22,13
2017-11-23,8
2017-11-24,9
2017-11-25,6
2017-11-26,3
2017-11-27,5
2017-11-28,12
2017-11-29,16
2017-11-30,7
2017-12-01,11
2017-12-02,8
2017-12-03,7
2017-12-04,11
2017-12-05,21
2017-12-06,25
2017-12-07,17
2017-12-08,8
2017-12-09,7
2017-12-10,4
2017-12-11,33
2017-12-12,17
2017-12-13,4
2017-12-14,30
2017-12-15,10
2017-12-16,11
2017-12-17,7
2017-12-18,10
2017-12-19,12
2017-12-20,10
2017-12-21,8
2017-12-22,18
2017-12-23,12
2017-12-24,9
2017-12-25,18
2017-12-26,14
2017-12-27,20
2017-12-28,13
2017-12-29,6
2017-12-30,8
2017-12-31,5
2018-01-01,8
2018-01-02,3
2018-01-03,2
2018-01-04,4
2018-01-05,3
2018-01-06,10
2018-01-07,7
2018-01-08,7
2018-01-09,6
2018-01-10,15
2018-01-11,18
2018-01-12,11
2018-01-13,10
2018-01-14,7
2018-01-15,20
2018-01-16,9
2018-01-17,9
2018-01-18,11
2018-01-19,13
2018-01-20,10
2018-01-21,6
2018-01-22,13
2018-01-23,18
2018-01-24,8
2018-01-25,14
2018-01-26,4
2018-01-27,6
2018-01-28,11
2018-01-29,15
2018-01-30,20
2018-01-31,11
2018-02-01,14
2018-02-02,13
2018-02-03,5
2018-02-04,5
2018-02-05,5
2018-02-06,14
2018-02-07,6
2018-02-08,5
2018-02-09,6
2018-02-10,6
2018-02-11,8
2018-02-12,5
2018-02-13,13
2018-02-14,13
2018-02-15,2
2018-02-16,15
2018-02-17,23
2018-02-18,6
2018-02-19,6
2018-02-20,10
2018-02-21,7
2018-02-22,11
2018-02-23,9
2018-02-24,4
2018-02-25,6
2018-02-26,4
2018-02-27,9
2018-02-28,19
2018-03-01,43
2018-03-02,22
2018-03-03,9
2018-03-04,11
2018-03-05,13
2018-03-06,13
2018-03-07,15
2018-03-08,6
2018-03-09,22
2018-03-10,18
2018-03-11,20
2018-03-12,17
2018-03-13,13
2018-03-14,19
2018-03-15,19
2018-03-16,19
2018-03-17,12
2018-03-18,35
2018-03-19,26
2018-03-20,15
2018-03-21,22
2018-03-22,12
2018-03-23,15
2018-03-24,12
2018-03-25,13
2018-03-26,17
2018-03-27,40
2018-03-28,13
2018-03-29,14
2018-03-30,13
2018-03-31,14
2018-04-01,12
2018-04-02,8
2018-04-03,16
2018-04-04,9
2018-04-05,7
2018-04-06,18
2018-04-07,4
2018-04-08,8
2018-04-09,6
2018-04-10,11
2018-04-11,12
2018-04-12,14
2018-04-13,9
2018-04-14,13
2018-04-15,6
2018-04-16,9
2018-04-17,4
2018-04-18,7
2018-04-19,7
2018-04-20,7
2018-04-21,7
2018-04-22,7
2018-04-23,5
2018-04-24,11
2018-04-25,11
2018-04-26,6
2018-04-27,11
2018-04-28,3
2018-04-29,5
2018-04-30,7
2018-05-01,7
2018-05-02,2
2018-05-03,4
2018-05-04,5
2018-05-05,6
2018-05-06,7
2018-05-07,40
2018-05-08,19
2018-05-09,8
2018-05-10,7
2018-05-11,7
2018-05-12,3
2018-05-13,3
2018-05-14,11
2018-05-15,22
2018-05-16,15
2018-05-17,14
2018-05-18,11
2018-05-19,1
2018-05-20,10
2018-05-21,4
2018-05-22,9
2018-05-23,6
2018-05-24,6
2018-05-25,6
2018-05-26,3
2018-05-27,6
2018-05-28,10
2018-05-29,7
2018-05-30,10
2018-05-31,7
2018-06-01,3
2018-06-02,4
2018-06-03,4
2018-06-04,7
2018-06-05,2
2018-06-06,9
2018-06-07,18
2018-06-08,16
2018-06-09,9
2018-06-10,3
2018-06-11,7
2018-06-12,9
2018-06-13,9
2018-06-14,12
2018-06-15,5
2018-06-16,6
2018-06-17,3
2018-06-18,7
2018-06-20,4
2018-06-21,2
2018-06-22,6
2018-06-23,9
2018-06-24,2
2018-06-25,4
2018-06-26,2
2018-06-27,6
2018-06-28,9
2018-06-29,6
2018-06-30,6
2018-07-01,4
2018-07-02,14
2018-07-03,7
2018-07-04,5
2018-07-05,3
2018-07-06,8
2018-07-07,10
2018-07-08,5
2018-07-09,8
2018-07-10,8
2018-07-11,5
2018-07-12,5
2018-07-13,5
2018-07-14,7
2018-07-15,14
2018-07-16,21
2018-07-17,13
2018-07-18,9
2018-07-19,14
2018-07-20,22
2018-07-21,4
2018-07-22,5
2018-07-23,12
2018-07-24,12
2018-07-25,8
2018-07-26,6
2018-07-27,5
2018-07-28,4
2018-07-29,4
2018-07-30,1
2018-07-31,5
2018-08-01,9
2018-08-02,4
2018-08-03,9
2018-08-04,7
2018-08-05,5
2018-08-06,7
2018-08-07,5
2018-08-08,4
2018-08-09,6
2018-08-10,7
2018-08-11,3
2018-08-12,3
2018-08-13,3
2018-08-14,6
2018-08-15,10
2018-08-16,3
2018-08-17,6
2018-08-18,9
2018-08-19,9
2018-08-20,4
2018-08-21,9
2018-08-22,7
2018-08-23,13
2018-08-24,12
2018-08-25,3
2018-08-26,7
2018-08-27,5
2018-08-28,19
2018-08-29,14
2018-08-30,10
2018-08-31,27
2018-09-01,6
2018-09-02,11
2018-09-03,10
2018-09-04,6
2018-09-05,13
2018-09-06,11
2018-09-07,6
2018-09-08,8
2018-09-09,8
2018-09-10,9
2018-09-11,16
2018-09-12,19
2018-09-13,8
2018-09-14,4
2018-09-15,11
2018-09-16,4
2018-09-17,16
2018-09-18,20
2018-09-19,20
2018-09-20,14
2018-09-21,7
2018-09-22,3
2018-09-23,3
2018-09-24,24
2018-09-25,9
2018-09-26,14
2018-09-27,10
2018-09-28,4
2018-09-29,5
2018-09-30,6
2018-10-01,1
2018-10-02,11
2018-10-03,27
2018-10-04,11
2018-10-05,10
2018-10-06,10
2018-10-07,16
2018-10-08,17
2018-10-09,13
2018-10-10,10
2018-10-11,9
2018-10-12,11
2018-10-13,7
2018-10-14,4
2018-10-15,10
2018-10-16,4
2018-10-17,11
2018-10-18,17
2018-10-19,15
2018-10-20,10
2018-10-21,6
2018-10-22,24
2018-10-23,14
2018-10-24,8
2018-10-25,13
2018-10-26,15
2018-10-27,10
2018-10-28,5
2018-10-29,10
2018-10-30,6
2018-10-31,10
2018-11-01,5
2018-11-02,11
2018-11-03,6
2018-11-04,8
2018-11-05,9
2018-11-06,13
2018-11-07,14
2018-11-08,1
2018-11-09,13
2018-11-10,9
2018-11-11,18
2018-11-12,7
2018-11-13,7
2018-11-14,8
2018-11-15,9
2018-11-16,8
2018-11-17,5
2018-11-18,5
2018-11-19,11
2018-11-20,11
2018-11-21,10
2018-11-22,11
2018-11-23,4
2018-11-24,4
2018-11-25,21
2018-11-26,23
2018-11-27,10
2018-11-28,16
2018-11-29,24
2018-11-30,17
2018-12-01,7
2018-12-02,14
2018-12-03,11
2018-12-04,15
2018-12-05,14
2018-12-06,7
2018-12-07,5
2018-12-08,10
2018-12-09,7
2018-12-10,5
2018-12-11,10
2018-12-12,18
2018-12-13,16
2018-12-14,11
2018-12-15,6
2018-12-16,3
2018-12-17,14
2018-12-18,14
2018-12-19,15
2018-12-20,57
2018-12-21,16
2018-12-22,7
2018-12-23,5
2018-12-24,11
2018-12-25,10
2018-12-26,17
2018-12-27,5
2018-12-28,11
2018-12-29,3
2018-12-30,6
2018-12-31,27
2019-01-01,7
2019-01-02,3
2019-01-03,7
2019-01-04,7
2019-01-05,6
2019-01-06,6
2019-01-07,7
2019-01-08,7
2019-01-09,13
2019-01-10,3
2019-01-11,9
2019-01-12,7
2019-01-13,1
2019-01-14,10
2019-01-15,9
2019-01-16,18
2019-01-17,15
2019-01-18,11
2019-01-19,4
2019-01-20,3
2019-01-21,6
2019-01-22,18
2019-01-23,26
2019-01-24,12
2019-01-25,13
2019-01-26,6
2019-01-27,10
2019-01-28,3
2019-01-29,7
2019-01-30,9
2019-01-31,5
2019-02-01,2
2019-02-02,20
2019-02-03,8
2019-02-04,10
2019-02-05,9
2019-02-06,13
2019-02-07,9
2019-02-08,8
2019-02-10,7
2019-02-11,11
2019-02-12,8
2019-02-13,12
2019-02-14,8
2019-02-15,14
2019-02-16,5
2019-02-17,10
2019-02-18,15
2019-02-19,10
2019-02-20,60
2019-02-21,19
2019-02-22,6
2019-02-23,9
2019-02-24,6
2019-02-25,9
2019-02-26,10
2019-02-27,10
2019-02-28,24
2019-03-01,11
2019-03-02,8
2019-03-03,5
2019-03-04,12
2019-03-05,13
2019-03-06,18
2019-03-07,8
2019-03-08,3
2019-03-09,4
2019-03-10,4
2019-03-11,13
2019-03-12,3
2019-03-13,7
2019-03-14,11
2019-03-15,6
2019-03-16,3
2019-03-17,8
2019-03-18,21
2019-03-19,29
2019-03-20,11
2019-03-21,14
2019-03-22,13
2019-03-23,3
2019-03-24,9
2019-03-25,18
2019-03-26,12
2019-03-27,13
2019-03-28,19
2019-03-29,6
2019-03-30,13
2019-03-31,12
2019-04-01,14
2019-04-02,16
2019-04-03,15
2019-04-04,9
2019-04-05,7
2019-04-06,5
2019-04-07,4
2019-04-08,15
2019-04-09,12
2019-04-10,9
2019-04-11,34
2019-04-12,8
2019-04-13,10
2019-04-14,12
2019-04-15,13
2019-04-16,9
2019-04-17,16
2019-04-18,17
2019-04-19,15
2019-04-20,14
2019-04-21,24
2019-04-22,13
2019-04-23,15
2019-04-24,47
2019-04-25,33
2019-04-26,8
2019-04-27,9
2019-04-28,6
2019-04-29,11
2019-04-30,10
2019-05-01,11
2019-05-02,6
2019-05-03,10
2019-05-04,5
2019-05-05,5
2019-05-06,7
2019-05-07,10
2019-05-08,7
2019-05-09,14
2019-05-10,4
2019-05-11,5
2019-05-12,5
2019-05-13,11
2019-05-14,21
2019-05-15,7
2019-05-16,11
2019-05-17,9
2019-05-18,2
2019-05-19,7
2019-05-20,8
2019-05-21,12
2019-05-22,9
2019-05-23,11
2019-05-24,9
2019-05-25,12
2019-05-26,6
2019-05-27,8
2019-05-28,16
2019-05-29,8
2019-05-30,6
2019-05-31,15
2019-06-01,3
2019-06-02,11
2019-06-03,7
2019-06-04,9
2019-06-05,5
2019-06-06,4
2019-06-07,10
2019-06-08,3
2019-06-09,10
2019-06-10,11
2019-06-11,20
2019-06-12,11
2019-06-13,21
2019-06-14,7
2019-06-15,9
2019-06-16,9
2019-06-17,13
2019-06-18,20
2019-06-19,30
2019-06-20,82
2019-06-21,22
2019-06-22,7
2019-06-23,12
2019-06-24,22
2019-06-25,13
2019-06-26,16
2019-06-27,36
2019-06-28,43
2019-06-29,23
2019-06-30,13
2019-07-01,15
2019-07-02,27
2019-07-03,28
2019-07-04,34
2019-07-05,35
2019-07-06,12
2019-07-07,16
2019-07-08,36
2019-07-09,55
2019-07-10,28
2019-07-11,32
2019-07-12,25
2019-07-13,24
2019-07-14,7
2019-07-15,14
2019-07-16,14
2019-07-17,37
2019-07-18,26
2019-07-19,53
2019-07-20,9
2019-07-21,26
2019-07-22,15
2019-07-23,16
2019-07-24,20
2019-07-25,22
2019-07-26,15
2019-07-27,21
2019-07-28,28
2019-07-29,10
2019-07-30,10
2019-07-31,12
2019-08-01,15
2019-08-02,10
2019-08-03,13
2019-08-04,6
2019-08-05,13
2019-08-06,20
2019-08-07,30
2019-08-08,29
2019-08-09,28
2019-08-10,23
2019-08-11,13
2019-08-12,14
2019-08-13,18
2019-08-14,17
2019-08-15,13
2019-08-16,24
2019-08-17,4
2019-08-18,6
2019-08-19,45
2019-08-20,27
2019-08-21,42
2019-08-22,18
2019-08-23,25
2019-08-24,18
2019-08-25,13
2019-08-26,19
2019-08-27,56
2019-08-28,19
2019-08-29,28
2019-08-30,13
2019-08-31,7
2019-09-01,13
2019-09-02,34
2019-09-03,17
2019-09-04,23
2019-09-05,73
2019-09-06,28
2019-09-07,30
2019-09-08,22
2019-09-09,17
2019-09-10,25
2019-09-11,17
2019-09-12,36
2019-09-13,11
2019-09-14,8
2019-09-15,4
2019-09-16,44
2019-09-17,26
2019-09-18,10
2019-09-19,27
2019-09-20,16
2019-09-21,10
2019-09-22,13
2019-09-23,17
2019-09-24,9
2019-09-25,32
2019-09-26,18
2019-09-27,21
2019-09-28,13
2019-09-29,12
2019-09-30,16
2019-10-01,39
2019-10-02,35
2019-10-03,67
2019-10-04,27
2019-10-05,11
2019-10-06,13
2019-10-07,36
2019-10-08,20
2019-10-09,33
2019-10-10,30
2019-10-11,28
2019-10-12,24
2019-10-13,24
2019-10-14,32
2019-10-15,43
2019-10-16,26
2019-10-17,29
2019-10-18,17
2019-10-19,15
2019-10-20,7
2019-10-21,20
2019-10-22,99
2019-10-23,29
2019-10-24,28
2019-10-25,12
2019-10-26,16
2019-10-27,29
2019-10-28,29
2019-10-29,29
2019-10-30,27
2019-10-31,33
2019-11-01,14
2019-11-02,7
2019-11-03,11
2019-11-04,24
2019-11-05,34
2019-11-06,20
2019-11-07,20
2019-11-08,17
2019-11-09,12
2019-11-10,28
2019-11-11,23
2019-11-12,26
2019-11-13,28
2019-11-14,53
2019-11-15,18
2019-11-16,15
2019-11-17,13
2019-11-18,26
2019-11-19,20
2019-11-20,36
2019-11-21,41
2019-11-22,48
2019-11-23,17
2019-11-24,11
2019-11-25,27
2019-11-26,28
2019-11-27,42
2019-11-28,25
2019-11-29,30
2019-11-30,8
2019-12-01,11
2019-12-02,31
2019-12-03,33
2019-12-04,28
2019-12-05,23
2019-12-06,39
2019-12-07,46
2019-12-08,19
2019-12-09,112
2019-12-10,62
2019-12-11,47
2019-12-12,32
2019-12-13,32
2019-12-14,18
2019-12-15,29
2019-12-16,33
2019-12-17,11
2019-12-18,19
2019-12-19,139
2019-12-20,47
2019-12-21,16
2019-12-22,15
2019-12-23,52
2019-12-24,58
2019-12-25,39
2019-12-26,38
2019-12-27,25
2019-12-28,18
2019-12-29,23
2019-12-30,23
2019-12-31,29
2020-01-01,17
2020-01-02,14
2020-01-03,31
2020-01-04,21
2020-01-05,25
2020-01-06,25
2020-01-07,89
2020-01-08,90
2020-01-09,63
2020-01-10,35
2020-01-11,51
2020-01-12,57
2020-01-13,43
2020-01-14,12
2020-01-15,190
2020-01-16,79
2020-01-17,53
2020-01-18,38
2020-01-19,79
2020-01-20,60
2020-01-21,93
2020-01-22,61
2020-01-23,105
2020-01-24,48
2020-01-25,40
2020-01-26,16
2020-01-27,23
2020-01-28,27
2020-01-29,47
2020-01-30,40
2020-01-31,30
2020-02-01,16
2020-02-02,8
2020-02-03,26
2020-02-04,27
2020-02-05,30
2020-02-06,28
2020-02-07,30
2020-02-08,17
2020-02-09,16
2020-02-10,21
2020-02-11,28
2020-02-12,28
2020-02-13,35
2020-02-14,27
2020-02-15,15
2020-02-16,11
2020-02-17,29
2020-02-18,44
2020-02-19,37
2020-02-20,47
2020-02-21,56
2020-02-22,21
2020-02-23,25
2020-02-24,18
2020-02-25,44
2020-02-26,62
2020-02-27,71
2020-02-28,50
2020-02-29,46
2020-03-01,48
2020-03-02,67
2020-03-03,42
2020-03-04,65
2020-03-05,164
2020-03-06,70
2020-03-07,27
2020-03-08,14
2020-03-09,26
2020-03-10,110
2020-03-11,47
2020-03-12,42
2020-03-13,31
2020-03-14,19
2020-03-15,19
2020-03-16,22
2020-03-17,53
2020-03-18,34
2020-03-19,36
2020-03-20,27
2020-03-21,19
2020-03-22,13
2020-03-23,29
2020-03-24,55
2020-03-25,77
2020-03-26,63
2020-03-27,27
2020-03-28,12
2020-03-29,36
2020-03-30,43
2020-03-31,42
2020-04-01,48
2020-04-02,74
2020-04-03,63
2020-04-04,24
2020-04-05,20
2020-04-06,22
2020-04-07,34
2020-04-08,48
2020-04-09,39
2020-04-10,31
2020-04-11,15
2020-04-12,19
2020-04-13,39
2020-04-14,52
2020-04-15,66
2020-04-16,60
2020-04-17,44
2020-04-18,32
2020-04-19,24
2020-04-20,18
2020-04-21,35
2020-04-22,19
2020-04-23,26
2020-04-24,35
2020-04-25,19
2020-04-26,27
2020-04-27,41
2020-04-28,55
2020-04-29,25
2020-04-30,44
2020-05-01,11
2020-05-02,17
2020-05-03,19
2020-05-04,15
2020-05-05,25
2020-05-06,58
2020-05-07,49
2020-05-08,45
2020-05-09,31
2020-05-10,25
2020-05-11,58
2020-05-12,33
2020-05-13,30
2020-05-14,17
2020-05-15,34
2020-05-16,26
2020-05-17,23
2020-05-18,31
2020-05-19,41
2020-05-20,43
2020-05-21,39
2020-05-22,31
2020-05-23,19
2020-05-24,20
2020-05-25,18
2020-05-26,43
2020-05-27,36
2020-05-28,32
2020-05-29,26
2020-05-30,15
2020-05-31,20
2020-06-01,46
2020-06-02,38
2020-06-03,30
2020-06-04,24
2020-06-05,30
2020-06-06,22
2020-06-07,10
2020-06-08,33
2020-06-09,25
2020-06-10,34
2020-06-11,34
2020-06-12,28
2020-06-13,15
2020-06-14,36
2020-06-15,23
2020-06-16,35
2020-06-17,24
2020-06-18,66
2020-06-19,45
2020-06-20,35
2020-06-21,41
2020-06-22,38
2020-06-23,83
2020-06-24,41
2020-06-25,30
2020-06-26,21
2020-06-27,23
2020-06-28,30
2020-06-29,32
2020-06-30,57
2020-07-01,41
2020-07-02,48
2020-07-03,31
2020-07-04,17
2020-07-05,20
2020-07-06,16
2020-07-07,19
2020-07-08,17
2020-07-09,38
2020-07-10,28
2020-07-11,14
2020-07-12,20
2020-07-13,29
2020-07-14,17
2020-07-15,36
2020-07-16,24
2020-07-17,20
2020-07-18,14
2020-07-19,11
2020-07-20,37
2020-07-21,29
2020-07-22,21
2020-07-23,29
2020-07-24,16
2020-07-25,15
2020-07-26,26
2020-07-27,17
2020-07-28,20
2020-07-29,46
2020-07-30,44
2020-07-31,24
2020-08-01,17
2020-08-02,11
2020-08-03,15
2020-08-04,52
2020-08-05,30
2020-08-06,41
2020-08-07,25
2020-08-08,21
2020-08-09,52
2020-08-10,43
2020-08-11,41
2020-08-12,47
2020-08-13,29
2020-08-14,34
2020-08-15,60
2020-08-16,57
2020-08-17,43
2020-08-18,70
2020-08-19,39
2020-08-20,27
2020-08-21,24
2020-08-22,25
2020-08-23,25
2020-08-24,37
2020-08-25,21
2020-08-26,32
2020-08-27,72
2020-08-28,38
2020-08-29,21
2020-08-30,37
2020-08-31,22
2020-09-01,39
2020-09-02,32
2020-09-03,34
2020-09-04,26
2020-09-05,16
2020-09-06,26
2020-09-07,24
2020-09-08,34
2020-09-09,42
2020-09-10,38
2020-09-11,31
2020-09-12,16
2020-09-13,23
2020-09-14,79
2020-09-15,29
2020-09-16,28
2020-09-17,26
2020-09-18,40
2020-09-19,37
2020-09-20,22
2020-09-21,26
2020-09-22,50
2020-09-23,62
2020-09-24,40
2020-09-25,33
2020-09-26,17
2020-09-27,45
2020-09-28,46
2020-09-29,37
2020-09-30,57
2020-10-01,68
2020-10-02,33
2020-10-03,30
2020-10-04,45
2020-10-05,62
2020-10-06,42
2020-10-07,81
2020-10-08,48
2020-10-09,35
2020-10-10,38
2020-10-11,33
2020-10-12,18
2020-10-13,27
2020-10-14,33
2020-10-15,35
2020-10-16,45
2020-10-17,37
2020-10-18,19
2020-10-19,31
2020-10-20,38
2020-10-21,28
2020-10-22,113
2020-10-23,35
2020-10-24,24
2020-10-25,30
2020-10-26,48
2020-10-27,49
2020-10-28,32
2020-10-29,75
2020-10-30,32
2020-10-31,32
2020-11-01,29
2020-11-02,48
2020-11-03,48
2020-11-04,65
2020-11-05,44
2020-11-06,56
2020-11-07,42
2020-11-08,24
2020-11-09,122
2020-11-10,95
2020-11-11,52
2020-11-12,49
2020-11-13,41
2020-11-14,34
2020-11-15,44
2020-11-16,42
2020-11-17,92
2020-11-18,34
2020-11-19,34
2020-11-20,45
2020-11-21,26
2020-11-22,29
2020-11-23,22
2020-11-24,41
2020-11-25,30
2020-11-26,31
2020-11-27,16
2020-11-28,12
2020-11-29,18
2020-11-30,30
2020-12-01,31
2020-12-02,39
2020-12-03,43
2020-12-04,40
2020-12-05,27
2020-12-06,20
2020-12-07,36
2020-12-08,19
2020-12-09,31
2020-12-10,52
2020-12-11,35
2020-12-12,23
2020-12-13,26
2020-12-14,28
2020-12-15,29
2020-12-16,24
2020-12-17,188
2020-12-18,37
2020-12-19,21
2020-12-20,42
2020-12-21,45
2020-12-22,44
2020-12-23,35
2020-12-24,36
2020-12-25,34
2020-12-26,26
2020-12-27,32
2020-12-28,28
2020-12-29,22
2020-12-30,30
2020-12-31,14
2021-01-01,13
2021-01-02,14
2021-01-03,21
2021-01-04,15
2021-01-05,32
2021-01-06,55
2021-01-07,68
2021-01-08,22
2021-01-09,22
2021-01-10,34
2021-01-11,68
2021-01-12,32
2021-01-13,43
2021-01-14,28
2021-01-15,27
2021-01-16,32
2021-01-17,34
2021-01-18,34
2021-01-19,61
2021-01-20,70
2021-01-21,46
2021-01-22,39
2021-01-23,52
2021-01-24,35
2021-01-25,62
2021-01-26,72
2021-01-27,72
2021-01-28,35
2021-01-29,53
2021-01-30,37
2021-01-31,36
2021-02-01,53
2021-02-02,59
2021-02-03,38
2021-02-04,52
2021-02-05,55
2021-02-06,27
2021-02-07,34
2021-02-08,44
2021-02-09,33
2021-02-10,32
2021-02-11,34
2021-02-12,34
2021-02-13,36
2021-02-14,33
2021-02-15,26
2021-02-16,27
2021-02-17,55
2021-02-18,40
2021-02-19,43
2021-02-20,34
2021-02-21,18
2021-02-22,21
2021-02-23,29
2021-02-24,46
2021-02-25,42
2021-02-26,36
2021-02-27,29
2021-02-28,16
2021-03-01,48
2021-03-02,31
2021-03-03,51
2021-03-04,57
2021-03-05,22
2021-03-06,25
2021-03-07,17
2021-03-08,14
2021-03-09,33
2021-03-10,36
2021-03-11,30
2021-03-12,24
2021-03-13,28
2021-03-14,14
2021-03-15,24
2021-03-16,27
2021-03-17,70
2021-03-18,130
2021-03-19,93
2021-03-20,25
2021-03-21,51
2021-03-22,63
2021-03-23,62
2021-03-24,37
