Topic,Timestamp,Frequency,Words
51,2022-03-26 00:00:00+00:00,1,вооруженных сил_сил российской_беспилотных_сил украины
53,2022-03-26 00:00:00+00:00,6,цены нефть_цен нефть_российскую нефть_нефть
54,2022-03-26 00:00:00+00:00,9,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
57,2022-03-26 00:00:00+00:00,6,ополчения_снят_фильмов_военкоров
58,2022-03-26 00:00:00+00:00,4,топливо_топлива_бензин_нефтепродуктов
60,2022-03-26 00:00:00+00:00,25,youtube_цензуры_ютуб_цензура
62,2022-03-26 00:00:00+00:00,3,возбуждено уголовное_уголовное дело_мятежа_это преступление
63,2022-03-26 00:00:00+00:00,3,кремлём_турцией_конфликта_турецких
64,2022-03-26 00:00:00+00:00,3,переговоров_провел телефонный_поговорил_телефонный разговор
65,2022-03-26 00:00:00+00:00,2,крымском мосту_крыму_крым_крыма
66,2022-03-26 00:00:00+00:00,3,антироссийских_активистов_активисты_оппозиционеров
67,2022-03-26 00:00:00+00:00,1,флагом_флагами_международной арене_спортсменов
70,2022-03-26 00:00:00+00:00,1,эфире_вещает_соловьёв live_трансляция
76,2022-03-26 00:00:00+00:00,2,отношения россии_обеспечить безопасность_обеспокоен_угрозах
77,2022-03-26 00:00:00+00:00,3,словакия_словакии_спецслужбы_украину
78,2022-03-26 00:00:00+00:00,1,российские активы_российских активов_санкций_конфисковать
79,2022-03-26 00:00:00+00:00,7,цензуры_цензура_youtube_русофобию
80,2022-03-26 00:00:00+00:00,2,польшу_польши_польша_поляки
81,2022-03-26 00:00:00+00:00,4,рекламе_рекламу_реклама_нарушении
84,2022-03-26 00:00:00+00:00,2,российский лидер_переговоры_орбан_переговоров
90,2022-03-26 00:00:00+00:00,1,министр цифрового_меры поддержки_мер поддержки_министра обороны
91,2022-03-26 00:00:00+00:00,5,невозможно_telegram_телеграме_фронте
94,2022-03-26 00:00:00+00:00,22,google_нарушают_сервисов_грозят
95,2022-03-26 00:00:00+00:00,3,русский народ_русского народа_русские_победы
98,2022-03-26 00:00:00+00:00,15,отношений россии_оскорбления_отношения россии_отношений рф
107,2022-03-26 00:00:00+00:00,1,частичной мобилизации_мобилизованных_мобилизации_мобилизация
108,2022-03-26 00:00:00+00:00,1,россии сообщили_россия планирует_никакой_никаких
117,2022-03-26 00:00:00+00:00,1,переговорам украине_российская делегация_переговорам_переговорах
119,2022-03-26 00:00:00+00:00,4,канцлера_украину_германией_канцлер
-1,2022-04-25 00:00:00+00:00,725,украину_власти_россию_переговоры
0,2022-04-25 00:00:00+00:00,43,российские войска_беспилотников_дронов_военные
1,2022-04-25 00:00:00+00:00,32,провел совещание_совещание_совещание членами_совета безопасности
2,2022-04-25 00:00:00+00:00,39,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2022-04-25 00:00:00+00:00,22,правительство рф_правительства_премьер министр_председатель правительства
4,2022-04-25 00:00:00+00:00,3,telegram россии_мессенджер_мессенджеры_телеграм
5,2022-04-25 00:00:00+00:00,62,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2022-04-25 00:00:00+00:00,74,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2022-04-25 00:00:00+00:00,18,героя россии_герой россии_мужество героизм_героям
9,2022-04-25 00:00:00+00:00,12,персональных данных_персональных_информационной безопасности_данных
10,2022-04-25 00:00:00+00:00,6,мигрантам_миграционной политики_мигранты_мигрантами
11,2022-04-25 00:00:00+00:00,17,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2022-04-25 00:00:00+00:00,74,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
13,2022-04-25 00:00:00+00:00,2,имущества_изъяли_имущество_собственности
14,2022-04-25 00:00:00+00:00,11,движение ветераны_движения ветераны_ветераны_обратились
16,2022-04-25 00:00:00+00:00,16,телеканале россия_подписывайтесь канал_москва телеканале_телеканалов
17,2022-04-25 00:00:00+00:00,8,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2022-04-25 00:00:00+00:00,1,святой_русского народа_русского_русское
19,2022-04-25 00:00:00+00:00,11,русских_каналов_каналы_русские
20,2022-04-25 00:00:00+00:00,3,сказала_спикера_призвала_спикер совета
21,2022-04-25 00:00:00+00:00,6,церемонию_ветеранов_движение ветераны_церемония
22,2022-04-25 00:00:00+00:00,28,молдавии_заседание_отставку_протестов
23,2022-04-25 00:00:00+00:00,13,пострадавших_обстрелов_обстрела_донецка
25,2022-04-25 00:00:00+00:00,8,дорогие друзья_наших бойцов_нашей армии_подписчикам
26,2022-04-25 00:00:00+00:00,2,армению_армения_армении_пашиняна
30,2022-04-25 00:00:00+00:00,8,нежелательной_экстремистской организацией_антироссийской_террористической организацией
33,2022-04-25 00:00:00+00:00,4,резолюцию_россию_резолюция_резолюции
34,2022-04-25 00:00:00+00:00,2,зерновой сделки_прекращены_зерновых_зерновой
35,2022-04-25 00:00:00+00:00,10,спецоперации украине_операции украине_спецоперация_военная операция
38,2022-04-25 00:00:00+00:00,6,ввели санкции_новые санкции_санкциях_санкции отношении
39,2022-04-25 00:00:00+00:00,17,газа европу_российского газа_поставок газа_природного газа
40,2022-04-25 00:00:00+00:00,1,мобилизации_мобилизацию_мобилизация_мобилизовать
42,2022-04-25 00:00:00+00:00,4,заблокировали_заблокированы_заблокировал_заблокирован
43,2022-04-25 00:00:00+00:00,8,белоруссией_белоруссию_белоруссия_белоруссии
45,2022-04-25 00:00:00+00:00,2,школьников_школьники_напали_справедливости
46,2022-04-25 00:00:00+00:00,2,подпишут_подписания_состоится_подписание
49,2022-04-25 00:00:00+00:00,1,флота_флот_помощник россии_угроз
50,2022-04-25 00:00:00+00:00,12,лукашенко_александр лукашенко_россии белоруссии_белоруссию
54,2022-04-25 00:00:00+00:00,1,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
58,2022-04-25 00:00:00+00:00,3,топливо_топлива_бензин_нефтепродуктов
60,2022-04-25 00:00:00+00:00,3,youtube_цензуры_ютуб_цензура
62,2022-04-25 00:00:00+00:00,4,возбуждено уголовное_уголовное дело_мятежа_это преступление
63,2022-04-25 00:00:00+00:00,2,кремлём_турцией_конфликта_турецких
64,2022-04-25 00:00:00+00:00,8,переговоров_провел телефонный_поговорил_телефонный разговор
65,2022-04-25 00:00:00+00:00,2,крымском мосту_крыму_крым_крыма
67,2022-04-25 00:00:00+00:00,2,флагом_флагами_международной арене_спортсменов
69,2022-04-25 00:00:00+00:00,1,ядерное оружие_применения ядерного_ядерного оружия_ядерное
70,2022-04-25 00:00:00+00:00,3,эфире_вещает_соловьёв live_трансляция
72,2022-04-25 00:00:00+00:00,1,мечети_мусульман_мигрантов_религия
78,2022-04-25 00:00:00+00:00,2,российские активы_российских активов_санкций_конфисковать
79,2022-04-25 00:00:00+00:00,1,цензуры_цензура_youtube_русофобию
83,2022-04-25 00:00:00+00:00,4,экстренное заседание_сербия_сербии_совета безопасности
86,2022-04-25 00:00:00+00:00,1,ракетами_ракеты_вооружения_вооружений
94,2022-04-25 00:00:00+00:00,3,google_нарушают_сервисов_грозят
96,2022-04-25 00:00:00+00:00,2,ветеранам_ветеранов_ветеранов сво_сайт ветераныроссии
101,2022-04-25 00:00:00+00:00,1,наши бойцы_мужества_бойцов_командира
105,2022-04-25 00:00:00+00:00,1,дал интервью_журналисту_российского лидера_интервью
108,2022-04-25 00:00:00+00:00,3,россии сообщили_россия планирует_никакой_никаких
111,2022-04-25 00:00:00+00:00,4,прокуратуры_генеральной прокуратуры_заявления россии_правопорядка
114,2022-04-25 00:00:00+00:00,3,розыск_уголовным_разведки_преследования
119,2022-04-25 00:00:00+00:00,2,канцлера_украину_германией_канцлер
-1,2022-05-25 00:00:00+00:00,796,украину_власти_россию_переговоры
0,2022-05-25 00:00:00+00:00,51,российские войска_беспилотников_дронов_военные
1,2022-05-25 00:00:00+00:00,31,провел совещание_совещание_совещание членами_совета безопасности
2,2022-05-25 00:00:00+00:00,72,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2022-05-25 00:00:00+00:00,13,правительство рф_правительства_премьер министр_председатель правительства
4,2022-05-25 00:00:00+00:00,6,telegram россии_мессенджер_мессенджеры_телеграм
5,2022-05-25 00:00:00+00:00,44,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2022-05-25 00:00:00+00:00,24,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2022-05-25 00:00:00+00:00,17,героя россии_герой россии_мужество героизм_героям
9,2022-05-25 00:00:00+00:00,14,персональных данных_персональных_информационной безопасности_данных
10,2022-05-25 00:00:00+00:00,5,мигрантам_миграционной политики_мигранты_мигрантами
11,2022-05-25 00:00:00+00:00,10,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2022-05-25 00:00:00+00:00,22,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
13,2022-05-25 00:00:00+00:00,3,имущества_изъяли_имущество_собственности
14,2022-05-25 00:00:00+00:00,3,движение ветераны_движения ветераны_ветераны_обратились
16,2022-05-25 00:00:00+00:00,7,телеканале россия_подписывайтесь канал_москва телеканале_телеканалов
17,2022-05-25 00:00:00+00:00,11,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2022-05-25 00:00:00+00:00,3,святой_русского народа_русского_русское
19,2022-05-25 00:00:00+00:00,1,русских_каналов_каналы_русские
20,2022-05-25 00:00:00+00:00,16,сказала_спикера_призвала_спикер совета
21,2022-05-25 00:00:00+00:00,5,церемонию_ветеранов_движение ветераны_церемония
22,2022-05-25 00:00:00+00:00,1,молдавии_заседание_отставку_протестов
23,2022-05-25 00:00:00+00:00,23,пострадавших_обстрелов_обстрела_донецка
25,2022-05-25 00:00:00+00:00,15,дорогие друзья_наших бойцов_нашей армии_подписчикам
26,2022-05-25 00:00:00+00:00,1,армению_армения_армении_пашиняна
27,2022-05-25 00:00:00+00:00,1,си цзиньпином_цзиньпином_россия китай_си цзиньпин
29,2022-05-25 00:00:00+00:00,3,поручений_поручения_ответственные_срок
30,2022-05-25 00:00:00+00:00,2,нежелательной_экстремистской организацией_антироссийской_террористической организацией
31,2022-05-25 00:00:00+00:00,1,блогеров_подписчиков_блогеры_законопроект
33,2022-05-25 00:00:00+00:00,7,резолюцию_россию_резолюция_резолюции
34,2022-05-25 00:00:00+00:00,5,зерновой сделки_прекращены_зерновых_зерновой
35,2022-05-25 00:00:00+00:00,14,спецоперации украине_операции украине_спецоперация_военная операция
38,2022-05-25 00:00:00+00:00,10,ввели санкции_новые санкции_санкциях_санкции отношении
39,2022-05-25 00:00:00+00:00,13,газа европу_российского газа_поставок газа_природного газа
40,2022-05-25 00:00:00+00:00,4,мобилизации_мобилизацию_мобилизация_мобилизовать
42,2022-05-25 00:00:00+00:00,3,заблокировали_заблокированы_заблокировал_заблокирован
43,2022-05-25 00:00:00+00:00,3,белоруссией_белоруссию_белоруссия_белоруссии
45,2022-05-25 00:00:00+00:00,1,школьников_школьники_напали_справедливости
50,2022-05-25 00:00:00+00:00,1,лукашенко_александр лукашенко_россии белоруссии_белоруссию
52,2022-05-25 00:00:00+00:00,1,рублей_идентичности_символа_русские
53,2022-05-25 00:00:00+00:00,1,цены нефть_цен нефть_российскую нефть_нефть
54,2022-05-25 00:00:00+00:00,1,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
57,2022-05-25 00:00:00+00:00,11,ополчения_снят_фильмов_военкоров
58,2022-05-25 00:00:00+00:00,1,топливо_топлива_бензин_нефтепродуктов
59,2022-05-25 00:00:00+00:00,1,тегеран_иран_иранской_тегерана
60,2022-05-25 00:00:00+00:00,1,youtube_цензуры_ютуб_цензура
62,2022-05-25 00:00:00+00:00,3,возбуждено уголовное_уголовное дело_мятежа_это преступление
63,2022-05-25 00:00:00+00:00,1,кремлём_турцией_конфликта_турецких
64,2022-05-25 00:00:00+00:00,13,переговоров_провел телефонный_поговорил_телефонный разговор
65,2022-05-25 00:00:00+00:00,1,крымском мосту_крыму_крым_крыма
66,2022-05-25 00:00:00+00:00,5,антироссийских_активистов_активисты_оппозиционеров
68,2022-05-25 00:00:00+00:00,1,депутата_удалить_депутату_депутат
70,2022-05-25 00:00:00+00:00,4,эфире_вещает_соловьёв live_трансляция
71,2022-05-25 00:00:00+00:00,2,льготы_тарифов_тарифы_льгот
72,2022-05-25 00:00:00+00:00,1,мечети_мусульман_мигрантов_религия
78,2022-05-25 00:00:00+00:00,2,российские активы_российских активов_санкций_конфисковать
80,2022-05-25 00:00:00+00:00,3,польшу_польши_польша_поляки
94,2022-05-25 00:00:00+00:00,4,google_нарушают_сервисов_грозят
95,2022-05-25 00:00:00+00:00,2,русский народ_русского народа_русские_победы
98,2022-05-25 00:00:00+00:00,2,отношений россии_оскорбления_отношения россии_отношений рф
100,2022-05-25 00:00:00+00:00,4,грузию_грузии_грузия_оппозиции
102,2022-05-25 00:00:00+00:00,1,единой россии_партии единая_единая россия_партию
108,2022-05-25 00:00:00+00:00,1,россии сообщили_россия планирует_никакой_никаких
113,2022-05-25 00:00:00+00:00,1,абхазии_оппозиции_протестующие_республику
119,2022-05-25 00:00:00+00:00,1,канцлера_украину_германией_канцлер
-1,2022-06-24 00:00:00+00:00,626,украину_власти_россию_переговоры
0,2022-06-24 00:00:00+00:00,58,российские войска_беспилотников_дронов_военные
1,2022-06-24 00:00:00+00:00,29,провел совещание_совещание_совещание членами_совета безопасности
2,2022-06-24 00:00:00+00:00,51,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2022-06-24 00:00:00+00:00,9,правительство рф_правительства_премьер министр_председатель правительства
4,2022-06-24 00:00:00+00:00,1,telegram россии_мессенджер_мессенджеры_телеграм
5,2022-06-24 00:00:00+00:00,43,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2022-06-24 00:00:00+00:00,59,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2022-06-24 00:00:00+00:00,12,героя россии_герой россии_мужество героизм_героям
8,2022-06-24 00:00:00+00:00,1,украинскому урегулированию_переговоры_переговоров_переговорах
9,2022-06-24 00:00:00+00:00,1,персональных данных_персональных_информационной безопасности_данных
10,2022-06-24 00:00:00+00:00,2,мигрантам_миграционной политики_мигранты_мигрантами
11,2022-06-24 00:00:00+00:00,4,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2022-06-24 00:00:00+00:00,11,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
14,2022-06-24 00:00:00+00:00,2,движение ветераны_движения ветераны_ветераны_обратились
16,2022-06-24 00:00:00+00:00,9,телеканале россия_подписывайтесь канал_москва телеканале_телеканалов
17,2022-06-24 00:00:00+00:00,7,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2022-06-24 00:00:00+00:00,2,святой_русского народа_русского_русское
19,2022-06-24 00:00:00+00:00,3,русских_каналов_каналы_русские
20,2022-06-24 00:00:00+00:00,15,сказала_спикера_призвала_спикер совета
22,2022-06-24 00:00:00+00:00,2,молдавии_заседание_отставку_протестов
23,2022-06-24 00:00:00+00:00,6,пострадавших_обстрелов_обстрела_донецка
25,2022-06-24 00:00:00+00:00,8,дорогие друзья_наших бойцов_нашей армии_подписчикам
28,2022-06-24 00:00:00+00:00,11,отставке_отставки_уволил_отставку
29,2022-06-24 00:00:00+00:00,4,поручений_поручения_ответственные_срок
30,2022-06-24 00:00:00+00:00,6,нежелательной_экстремистской организацией_антироссийской_террористической организацией
33,2022-06-24 00:00:00+00:00,1,резолюцию_россию_резолюция_резолюции
34,2022-06-24 00:00:00+00:00,1,зерновой сделки_прекращены_зерновых_зерновой
35,2022-06-24 00:00:00+00:00,6,спецоперации украине_операции украине_спецоперация_военная операция
36,2022-06-24 00:00:00+00:00,1,секретаря рф_назначен_заместителя_заместителем
37,2022-06-24 00:00:00+00:00,1,сервисы_сервисов_интернет_интернета
38,2022-06-24 00:00:00+00:00,5,ввели санкции_новые санкции_санкциях_санкции отношении
39,2022-06-24 00:00:00+00:00,1,газа европу_российского газа_поставок газа_природного газа
40,2022-06-24 00:00:00+00:00,2,мобилизации_мобилизацию_мобилизация_мобилизовать
42,2022-06-24 00:00:00+00:00,3,заблокировали_заблокированы_заблокировал_заблокирован
43,2022-06-24 00:00:00+00:00,5,белоруссией_белоруссию_белоруссия_белоруссии
45,2022-06-24 00:00:00+00:00,1,школьников_школьники_напали_справедливости
46,2022-06-24 00:00:00+00:00,3,подпишут_подписания_состоится_подписание
48,2022-06-24 00:00:00+00:00,1,азербайджану_задержали_азербайджан_властей
50,2022-06-24 00:00:00+00:00,1,лукашенко_александр лукашенко_россии белоруссии_белоруссию
52,2022-06-24 00:00:00+00:00,2,рублей_идентичности_символа_русские
53,2022-06-24 00:00:00+00:00,4,цены нефть_цен нефть_российскую нефть_нефть
54,2022-06-24 00:00:00+00:00,6,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
55,2022-06-24 00:00:00+00:00,2,министром_министров_пост министра_вице премьер
58,2022-06-24 00:00:00+00:00,1,топливо_топлива_бензин_нефтепродуктов
62,2022-06-24 00:00:00+00:00,1,возбуждено уголовное_уголовное дело_мятежа_это преступление
63,2022-06-24 00:00:00+00:00,3,кремлём_турцией_конфликта_турецких
66,2022-06-24 00:00:00+00:00,9,антироссийских_активистов_активисты_оппозиционеров
67,2022-06-24 00:00:00+00:00,2,флагом_флагами_международной арене_спортсменов
70,2022-06-24 00:00:00+00:00,8,эфире_вещает_соловьёв live_трансляция
71,2022-06-24 00:00:00+00:00,6,льготы_тарифов_тарифы_льгот
78,2022-06-24 00:00:00+00:00,3,российские активы_российских активов_санкций_конфисковать
79,2022-06-24 00:00:00+00:00,1,цензуры_цензура_youtube_русофобию
80,2022-06-24 00:00:00+00:00,2,польшу_польши_польша_поляки
81,2022-06-24 00:00:00+00:00,1,рекламе_рекламу_реклама_нарушении
94,2022-06-24 00:00:00+00:00,2,google_нарушают_сервисов_грозят
99,2022-06-24 00:00:00+00:00,5,самолета_полет_прибыл москву_кремлёвского пула
101,2022-06-24 00:00:00+00:00,4,наши бойцы_мужества_бойцов_командира
103,2022-06-24 00:00:00+00:00,1,освободили_увольнение_освобожден_уволен
115,2022-06-24 00:00:00+00:00,4,цели будут_будут достигнуты_поставленных целей_спецоперация
118,2022-06-24 00:00:00+00:00,15,отставку_недоверия_отставка_отставке
119,2022-06-24 00:00:00+00:00,1,канцлера_украину_германией_канцлер
-1,2022-07-24 00:00:00+00:00,509,украину_власти_россию_переговоры
0,2022-07-24 00:00:00+00:00,75,российские войска_беспилотников_дронов_военные
1,2022-07-24 00:00:00+00:00,14,провел совещание_совещание_совещание членами_совета безопасности
2,2022-07-24 00:00:00+00:00,31,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2022-07-24 00:00:00+00:00,17,правительство рф_правительства_премьер министр_председатель правительства
4,2022-07-24 00:00:00+00:00,3,telegram россии_мессенджер_мессенджеры_телеграм
5,2022-07-24 00:00:00+00:00,14,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2022-07-24 00:00:00+00:00,11,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2022-07-24 00:00:00+00:00,2,героя россии_герой россии_мужество героизм_героям
9,2022-07-24 00:00:00+00:00,10,персональных данных_персональных_информационной безопасности_данных
